"来源ID","日本名称","学习等级","学习类型","学习对象ID","日本技能/能力名称","日本所属","日本说明","HP消耗","MP消耗","SP消耗（内部TP）","所需AP（记忆容量）","技能类型ID","中文名称","中文技能/能力名称","中文所属","中文说明"
"274","ハーピー","10","技能","1756","食べ物を盗む","盗賊技","対象：敵単体　効果：盗む
敵の持っている食べ物を盗む","0","0","0","","30","哈比","偷窃食物","盗贼技","対象：敵単体　効果：盗む
偷窃敌人持有的食物"
"275","ウィングハーピー","2","能力","555","回避率20%","防御アビリティ","物理回避率が20%になる","","","","10","4","翼身哈比","回避率20%","防御能力","物理回避率增加20%"
"275","ウィングハーピー","3","能力","274","素早さ20%アップ","職技アビリティ","素早さが20%アップする","","","","5","2","翼身哈比","敏捷提升20%","职技能力","敏捷提升20%"
"275","ウィングハーピー","3","技能","1757","素材を盗む","盗賊技","対象：敵単体　効果：盗む
敵の持っている素材を盗む","0","0","0","","30","翼身哈比","偷窃素材","盗贼技","対象：敵単体　効果：盗む
偷窃敌人持有的素材"
"275","ウィングハーピー","4","技能","2057","天空の踊り","踊る","対象：味方全体　効果：素早さ・回避率・魔法回避率大アップ
ハーピー族に伝わる踊りで味方全員の身のこなしがアップする","0","0","6","","37","翼身哈比","天空之舞","踊る","対象：味方全体　効果：素早さ・回避率・魔法回避率大アップ
哈比族传承的舞蹈，提升全体队友身手"
"275","ウィングハーピー","5","技能","1317","疾風扇","扇技","威力：Ｃ（器・速）　対象：敵全体　属性：風
天空を華麗に舞い、疾風の扇で敵全体を刻む奥義","0","0","5","","18","翼身哈比","疾风扇","扇技","威力：Ｃ（器・速）　対象：敵全体　属性：風
在空中华丽地舞动，用疾风的扇切割全体敌人的奥义"
"275","ウィングハーピー","6","技能","2842","鳥妖の足コキ","翼技","威力：Ｃ（器or速）　対象：敵単体　属性：快楽
独特の形状の足で性器を刺激する快楽技","0","0","4","","56","翼身哈比","鸟妖的足交","翼技","威力：Ｃ（器or速）　対象：敵単体　属性：快楽
用独特的形状的脚刺激性器的快乐技"
"275","ウィングハーピー","7","技能","2831","強風","翼技","威力：Ｂ（器or速）　対象：敵全体　属性：風
強靱な羽で激しい突風を巻き起こす技","0","0","6","","56","翼身哈比","强风","翼技","威力：Ｂ（器or速）　対象：敵全体　属性：風
用坚韧的翅膀卷起强烈突风的技能"
"275","ウィングハーピー","8","能力","734","超アピール","特殊アビリティ","戦闘時、敵に狙われる確率が大きく上がる","","","","3","5","翼身哈比","超吸引","特殊能力","战斗时，被敌人盯上的概率大幅提高"
"275","ウィングハーピー","9","能力","828","翼技ブースター","特殊アビリティ","「翼技」によるダメージが15%アップする","","","","10","5","翼身哈比","翼技增强","特殊能力","「翼技」造成的伤害提升15%"
"275","ウィングハーピー","10","技能","1753","乱れ盗む","盗賊技","対象：敵ランダム4回　効果：盗む
四回連続で敵からアイテムを乱れ盗む","0","0","2","","30","翼身哈比","胡乱偷窃","盗贼技","対象：敵ランダム4回　効果：盗む
连续四次从敌人那里胡乱偷窃物品"
"276","エルダーハーピー","2","技能","1318","天空扇","扇技","威力：Ａ（器・速）　対象：敵全体　属性：風
扇で無数の竜巻を発生させ、敵を巻き込む奥義","0","0","8","","18","长老哈比","天空扇","扇技","威力：Ａ（器・速）　対象：敵全体　属性：風
用扇引发无数的龙卷风，将敌人卷入的奥义"
"276","エルダーハーピー","2","能力","8478","扇マスタリー","特殊アビリティ","扇の装備効果が上昇する","","","","10","5","长老哈比","扇精通","特殊能力","扇的装备效果提升"
"276","エルダーハーピー","3","能力","275","素早さ30%アップ","職技アビリティ","素早さが30%アップする","","","","7","2","长老哈比","敏捷提升30%","职技能力","敏捷提升30%"
"276","エルダーハーピー","3","能力","556","回避率30%","防御アビリティ","物理回避率が30%になる","","","","15","4","长老哈比","回避率30%","防御能力","物理回避率增加30%"
"276","エルダーハーピー","4","技能","1755","ぶんどる","盗賊技","対象：敵単体　効果：盗む
攻撃すると同時にアイテムを盗む","0","0","0","","30","长老哈比","抢夺","盗贼技","対象：敵単体　効果：盗む
攻击的同时偷窃物品"
"276","エルダーハーピー","5","技能","2843","鳥妖の名器","翼技","威力：Ａ（器or速）　対象：敵単体　属性：快楽　効果：拘束
特有の名器で相手を犯す快楽技","0","0","7","","56","长老哈比","鸟妖的名器","翼技","威力：Ａ（器or速）　対象：敵単体　属性：快楽　効果：拘束
用特有的名器侵犯对手的快乐技"
"276","エルダーハーピー","6","技能","2058","無縫天舞","踊る","対象：使用者　効果：回避率・魔法回避率100%
いかなる攻撃も回避する伝説の舞い","0","0","10","","37","长老哈比","无缝天舞","踊る","対象：使用者　効果：回避率・魔法回避率100%
传说中能回避任何攻击的舞蹈"
"276","エルダーハーピー","7","技能","1762","SPを盗む","盗賊技","対象：敵単体　効果：SP吸収
敵からSPを盗み、自分のものにする","0","0","2","","30","长老哈比","偷窃SP","盗贼技","対象：敵単体　効果：SP吸収
从敌人那里偷取SP，据为己有"
"276","エルダーハーピー","8","技能","2832","超風","翼技","威力：Ａ（器or速）　対象：敵全体　属性：風
特殊な羽で吹きすさぶ強風を呼び起こす奥義","0","0","8","","56","长老哈比","超风","翼技","威力：Ａ（器or速）　対象：敵全体　属性：風
用特殊翅膀唤起狂暴强风的奥义"
"276","エルダーハーピー","9","能力","829","翼技ハイブースター","特殊アビリティ","「翼技」によるダメージが30%アップする","","","","20","5","长老哈比","翼技高级增强","特殊能力","「翼技」造成的伤害提升30%"
"276","エルダーハーピー","10","技能","1759","ステータスを盗む","盗賊技","対象：敵単体　効果：盗む
敵から能力値を盗み、自分のものにする","0","0","12","","30","长老哈比","偷窃状态","盗贼技","対象：敵単体　効果：盗む
从敌人那里偷取能力值，据为己有"
"277","ハーピーナイト","2","技能","1041","ハイジャンプ","槍技","威力：Ｃ（力・速）　対象：敵単体
天高く飛び跳ね、落下の衝撃を込めた一撃を繰り出す槍技","0","0","4","","10","哈比骑士","高跳","枪技","威力：Ｃ（力・速）　対象：敵単体
高高跃起，以落下的冲击力施展一记枪技"
"277","ハーピーナイト","2","技能","1059","エアランス","槍技","威力：Ｂ（力・速）　対象：敵単体　属性：風
槍と羽根を同時に振るい、真空の刃で敵を切り裂く槍技","0","0","5","","10","哈比骑士","空之枪","枪技","威力：Ｂ（力・速）　対象：敵単体　属性：風
同时挥动枪与羽毛，用真空之刃斩裂敌人的枪技"
"277","ハーピーナイト","3","能力","67","攻撃力20%アップ","戦技アビリティ","攻撃力が20%アップする","","","","5","1","哈比骑士","攻击力提升20%","战技能力","攻击力提升20%"
"277","ハーピーナイト","3","能力","683","スタン回避","防御アビリティ","スタン状態を50%の確率で無効化する","","","","2","4","哈比骑士","眩晕回避","防御能力","眩晕状态50%的概率无效化"
"277","ハーピーナイト","4","技能","2059","戦士の踊り","踊る","対象：使用者　効果：攻撃力・素早さアップ
闘争本能を呼び覚まし、攻撃能力を強化する舞い","0","0","3","","37","哈比骑士","战士之舞","踊る","対象：使用者　効果：攻撃力・素早さアップ
唤醒斗争本能，强化攻击能力的舞蹈"
"277","ハーピーナイト","5","能力","125","妖狐特攻","戦技アビリティ","妖狐に対して特攻ダメージを与える","","","","12","1","哈比骑士","妖狐特攻","战技能力","对妖狐造成特攻伤害"
"277","ハーピーナイト","6","技能","1055","フォックスハント","槍技","威力：Ｃ（力・速）　対象：敵単体　効果：狐特攻
地を這う狐を空から狩る必殺の槍","0","0","4","","10","哈比骑士","猎狐","枪技","威力：Ｃ（力・速）　対象：敵単体　効果：狐特攻
从空中猎杀地上的狐狸的必杀之枪"
"277","ハーピーナイト","7","能力","700","「兜」装備可能","防御アビリティ","「兜」「重兜」が装備可能になる","","","","5","4","哈比骑士","可以装备「盔」","防御能力","变得可以装备「盔」「重盔」"
"277","ハーピーナイト","7","能力","702","「盾」装備可能","防御アビリティ","「軽盾」「盾」「重盾」が装備可能になる","","","","5","4","哈比骑士","可以装备「盾」","防御能力","变得可以装备「轻盾」「盾」「重盾」"
"277","ハーピーナイト","8","技能","1089","一番槍","槍技","対象：使用者　効果：素早さ大アップ・「槍技」のみ使用可能
槍技しか使用できなくなるが、素早さが格段に上昇する技","0","0","2","","10","哈比骑士","第一枪","枪技","対象：使用者　効果：素早さ大アップ・「槍技」のみ使用可能
只能使用枪技，但敏捷大幅提升的技能"
"277","ハーピーナイト","9","能力","215","「槍」装備可能","戦技アビリティ","「槍」「重槍」が装備可能になる","","","","5","1","哈比骑士","可以装备「枪」","战技能力","变得可以装备「枪」「重枪」"
"277","ハーピーナイト","10","技能","1058","スカイツイン","槍技","威力：Ｂ（力・速）　対象：敵全体
空を舞いながら横薙ぎの二重斬撃を繰り出す槍技","0","0","6","","10","哈比骑士","天空双斩","枪技","威力：Ｂ（力・速）　対象：敵全体
在空中舞动，施展横扫的二重斩击枪技"
"278","スカイハイ","2","技能","1066","天魔頭蓋斬","槍技","威力：Ａ（力・速）　対象：敵単体
空高く飛翔し、頭上から一撃を食らわせる必殺の槍技","0","0","6","","10","至高天","天魔头盖斩","枪技","威力：Ａ（力・速）　対象：敵単体
高高飞翔，从头顶给予一击的必杀枪技"
