"怪物ID","怪物名字","物品类型","物品ID","物品名字","获取方式","中文怪物名字","中文物品名字"
"1039","ダークエルフ","防具","1011","不思議なタトゥー","可偷物品","暗精灵","不可思议纹身"
"1039","ダークエルフ","物品","343","パン","可偷食材","暗精灵","面包"
"1039","ダークエルフ","物品","170","涙の凝石","可偷素材","暗精灵","泪之凝石"
"1039","ダークエルフ","防具","1818","ダークエルフショーツ","可偷内裤","暗精灵","暗精灵短裤"
"1040","ダークエルフ","防具","3361","サークレット","掉落","暗精灵","头环"
"1040","ダークエルフ","物品","170","涙の凝石","掉落","暗精灵","泪之凝石"
"1040","ダークエルフ","物品","55","氷石","掉落","暗精灵","冰石"
"1040","ダークエルフ","物品","15","山彦草","可偷物品","暗精灵","山彦草"
"1040","ダークエルフ","防具","1100","ミラーリング","可偷物品","暗精灵","镜像反射"
"1040","ダークエルフ","物品","331","ソーセージ","可偷食材","暗精灵","香肠"
"1040","ダークエルフ","物品","170","涙の凝石","可偷素材","暗精灵","泪之凝石"
"1040","ダークエルフ","防具","1819","ダークエルフパンツ","可偷内裤","暗精灵","暗精灵内裤"
"1041","フェアリー","武器","2464","マジック","掉落","妖精","魔法"
"1041","フェアリー","物品","169","不思議などんぐり","掉落","妖精","不可思议的橡果"
"1041","フェアリー","物品","65","疾風緑風石","掉落","妖精","疾风绿风石"
"1041","フェアリー","物品","446","どんぐり","可偷物品","妖精","橡果"
"1041","フェアリー","防具","1372","自然感応の書","可偷物品","妖精","自然感应之书"
"1041","フェアリー","物品","304","さくらんぼ","可偷食材","妖精","樱桃"
"1041","フェアリー","物品","188","妖精のどんぐり","可偷素材","妖精","妖精的橡果"
"1041","フェアリー","防具","1839","ブラウニーズミニパンツ","可偷内裤","妖精","棕精灵迷你内裤"
"1042","ミニカニ娘","防具","2812","タートル","掉落","迷你蟹娘","龟壳"
"1042","ミニカニ娘","物品","335","のり","掉落","迷你蟹娘","海苔"
"1042","ミニカニ娘","物品","171","綺麗な珊瑚","掉落","迷你蟹娘","美丽的珊瑚"
"1042","ミニカニ娘","物品","1","薬草","可偷物品","迷你蟹娘","药草"
"1042","ミニカニ娘","物品","71","水石","可偷物品","迷你蟹娘","水石"
"1042","ミニカニ娘","物品","335","のり","可偷食材","迷你蟹娘","海苔"
"1042","ミニカニ娘","物品","171","綺麗な珊瑚","可偷素材","迷你蟹娘","美丽的珊瑚"
"1043","ナマズ娘","防具","3401","髪飾り","掉落","鲶鱼娘","发饰"
"1043","ナマズ娘","物品","165","ネバネバ粘液","掉落","鲶鱼娘","黏糊糊粘液"
"1043","ナマズ娘","物品","61","電光黄雷石","掉落","鲶鱼娘","电光黄雷石"
"1043","ナマズ娘","物品","7","ブーストドリンク","可偷物品","鲶鱼娘","能量饮料"
"1043","ナマズ娘","物品","59","雷石","可偷物品","鲶鱼娘","雷石"
"1043","ナマズ娘","物品","328","うなぎ","可偷食材","鲶鱼娘","鳗鱼"
"1043","ナマズ娘","物品","165","ネバネバ粘液","可偷素材","鲶鱼娘","黏糊糊粘液"
"1044","ラフレシア娘","防具","2511","ウェア","掉落","霸王花娘","服装"
"1044","ラフレシア娘","物品","321","とうがらし","掉落","霸王花娘","辣椒"
"1044","ラフレシア娘","物品","163","魔葉","掉落","霸王花娘","魔叶"
"1044","ラフレシア娘","物品","1","薬草","可偷物品","霸王花娘","药草"
"1044","ラフレシア娘","防具","1721","守護香","可偷物品","霸王花娘","守护香"
"1044","ラフレシア娘","物品","321","とうがらし","可偷食材","霸王花娘","辣椒"
"1044","ラフレシア娘","物品","163","魔葉","可偷素材","霸王花娘","魔叶"
"1045","セントール","物品","14","目薬","掉落","半人马","眼药水"
"1045","セントール","物品","173","丈夫な蹄","掉落","半人马","坚固的蹄"
"1045","セントール","武器","1506","スピア","掉落","半人马","矛"
"1045","セントール","物品","173","丈夫な蹄","可偷物品","半人马","坚固的蹄"
"1045","セントール","防具","1730","修行リスト","可偷物品","半人马","修行手环"
"1045","セントール","物品","310","にんじん","可偷食材","半人马","胡萝卜"
"1045","セントール","物品","173","丈夫な蹄","可偷素材","半人马","坚固的蹄"
"1046","銀狐二尾","武器","3051","扇","掉落","银狐二尾","扇"
"1046","銀狐二尾","物品","333","あぶらあげ","掉落","银狐二尾","油豆腐"
"1046","銀狐二尾","物品","174","ふわふわしっぽ","掉落","银狐二尾","蓬松尾巴"
"1046","銀狐二尾","物品","174","ふわふわしっぽ","可偷物品","银狐二尾","蓬松尾巴"
"1046","銀狐二尾","物品","67","土石","可偷物品","银狐二尾","土石"
"1046","銀狐二尾","物品","370","いなりずし","可偷食材","银狐二尾","稻荷寿司"
"1046","銀狐二尾","物品","174","ふわふわしっぽ","可偷素材","银狐二尾","蓬松尾巴"
"1046","銀狐二尾","防具","1821","妖狐のひよこパンツ","可偷内裤","银狐二尾","妖狐的小鸡内裤"
"1047","かむろ二尾","防具","3353","烏帽子","掉落","神室二尾","乌帽子"
"1047","かむろ二尾","物品","174","ふわふわしっぽ","掉落","神室二尾","蓬松尾巴"
"1047","かむろ二尾","物品","69","土流橙土石","掉落","神室二尾","土流橙土石"
"1047","かむろ二尾","物品","1","薬草","可偷物品","神室二尾","药草"
"1047","かむろ二尾","防具","1061","不思議なかんざし","可偷物品","神室二尾","不可思议的发簪"
"1047","かむろ二尾","物品","333","あぶらあげ","可偷食材","神室二尾","油豆腐"
"1047","かむろ二尾","物品","174","ふわふわしっぽ","可偷素材","神室二尾","蓬松尾巴"
"1047","かむろ二尾","防具","1822","かむろのパンツ","可偷内裤","神室二尾","神室的内裤"
"1048","クモ娘","防具","2612","チェスト","掉落","蜘蛛娘","胸甲"
"1048","クモ娘","物品","432","ほしにく","掉落","蜘蛛娘","干肉"
"1048","クモ娘","物品","175","蜘蛛の糸","掉落","蜘蛛娘","蜘蛛之丝"
"1048","クモ娘","物品","13","毒消し草","可偷物品","蜘蛛娘","解毒草"
"1048","クモ娘","防具","163","あぶない水着","可偷物品","蜘蛛娘","危险泳装"
"1048","クモ娘","物品","432","ほしにく","可偷食材","蜘蛛娘","干肉"
"1048","クモ娘","物品","175","蜘蛛の糸","可偷素材","蜘蛛娘","蜘蛛之丝"
"1049","ミミック娘","防具","3672","ロザリオ","掉落","宝箱娘","罗莎莉奥"
"1049","ミミック娘","物品","161","ヌルヌル粘液","掉落","宝箱娘","黏滑粘液"
"1049","ミミック娘","物品","32","小さなメダル","掉落","宝箱娘","小奖章"
"1049","ミミック娘","物品","11","フェニックスの尾","可偷物品","宝箱娘","凤凰之尾"
"1049","ミミック娘","物品","32","小さなメダル","可偷物品","宝箱娘","小奖章"
"1049","ミミック娘","物品","359","ピザ","可偷食材","宝箱娘","披萨"
"1049","ミミック娘","物品","161","ヌルヌル粘液","可偷素材","宝箱娘","黏滑粘液"
"1049","ミミック娘","防具","1823","ミミックパンツ","可偷内裤","宝箱娘","宝箱怪内裤"
"1050","七尾","物品","5","エルフの霊薬","掉落","七尾","精灵的灵药"
"1050","七尾","物品","174","ふわふわしっぽ","掉落","七尾","蓬松尾巴"
"1050","七尾","防具","2856","儀式","掉落","七尾","仪式"
"1051","モリガン","物品","10","ラストエリクサー","掉落","摩莉甘","最终圣灵药"
"1051","モリガン","物品","38","超天使の種","掉落","摩莉甘","超天使之种"
"1051","モリガン","武器","1454","覚醒","掉落","摩莉甘","觉醒"
"1051","モリガン","防具","1824","モリガンパンツ","可偷内裤","摩莉甘","摩莉甘内裤"
"1052","ナマコ娘","武器","1301","巨剣","掉落","海参娘","巨剑"
"1052","ナマコ娘","物品","171","綺麗な珊瑚","掉落","海参娘","美丽的珊瑚"
"1052","ナマコ娘","物品","73","激流青水石","掉落","海参娘","激流青水石"
"1052","ナマコ娘","物品","2","高級薬草","可偷物品","海参娘","高级药草"
"1052","ナマコ娘","物品","71","水石","可偷物品","海参娘","水石"
"1052","ナマコ娘","物品","322","さかな","可偷食材","海参娘","鱼"
"1052","ナマコ娘","物品","171","綺麗な珊瑚","可偷素材","海参娘","美丽的珊瑚"
"1053","貝娘","防具","2811","シェル","掉落","贝娘","壳"
"1053","貝娘","物品","176","頑丈な貝殻","掉落","贝娘","坚固的贝壳"
"1053","貝娘","物品","389","味噌汁","掉落","贝娘","味噌汤"
"1053","貝娘","物品","2","高級薬草","可偷物品","贝娘","高级药草"
"1053","貝娘","物品","27","守りの種","可偷物品","贝娘","守护之种"
"1053","貝娘","物品","389","味噌汁","可偷食材","贝娘","味噌汤"
"1053","貝娘","物品","176","頑丈な貝殻","可偷素材","贝娘","坚固的贝壳"
"1054","カニ娘","武器","2064","ブッチャー","掉落","螃蟹娘","屠夫"
"1054","カニ娘","物品","326","カニ","掉落","螃蟹娘","蟹"
"1054","カニ娘","物品","171","綺麗な珊瑚","掉落","螃蟹娘","美丽的珊瑚"
"1054","カニ娘","物品","17","満月草","可偷物品","螃蟹娘","满月草"
"1054","カニ娘","防具","1558","パラライチェック","可偷物品","螃蟹娘","麻痹抵抗"
"1054","カニ娘","物品","326","カニ","可偷食材","螃蟹娘","蟹"
"1054","カニ娘","物品","171","綺麗な珊瑚","可偷素材","螃蟹娘","美丽的珊瑚"
"1055","スライムベス娘","武器","2864","ホーク","掉落","史莱姆贝丝娘","隼"
"1055","スライムベス娘","物品","414","チョコレート","掉落","史莱姆贝丝娘","巧克力"
"1055","スライムベス娘","物品","177","にゅるにゅるゼリー","掉落","史莱姆贝丝娘","滑溜溜果冻"
"1055","スライムベス娘","物品","2","高級薬草","可偷物品","史莱姆贝丝娘","高级药草"
"1055","スライムベス娘","防具","1375","粘液技の書","可偷物品","史莱姆贝丝娘","粘液技之书"
"1055","スライムベス娘","物品","329","肉","可偷食材","史莱姆贝丝娘","肉"
"1055","スライムベス娘","物品","177","にゅるにゅるゼリー","可偷素材","史莱姆贝丝娘","滑溜溜果冻"
"1056","スイカ娘","物品","304","さくらんぼ","掉落","西瓜娘","樱桃"
"1056","スイカ娘","物品","163","魔葉","掉落","西瓜娘","魔叶"
"1056","スイカ娘","防具","3063","ビキニ","掉落","西瓜娘","比基尼"
"1056","スイカ娘","物品","163","魔葉","可偷物品","西瓜娘","魔叶"
"1056","スイカ娘","武器","8","メイジマッシャー","可偷物品","西瓜娘","法师杀手"
"1056","スイカ娘","物品","304","さくらんぼ","可偷食材","西瓜娘","樱桃"
"1056","スイカ娘","物品","163","魔葉","可偷素材","西瓜娘","魔叶"
"1057","ウツボカズラ娘","武器","3264","トレード","掉落","猪笼草娘","贸易"
"1057","ウツボカズラ娘","物品","448","カブトムシ","掉落","猪笼草娘","独角仙"
"1057","ウツボカズラ娘","物品","163","魔葉","掉落","猪笼草娘","魔叶"
"1057","ウツボカズラ娘","物品","2","高級薬草","可偷物品","猪笼草娘","高级药草"
"1057","ウツボカズラ娘","防具","1576","メルトチェック","可偷物品","猪笼草娘","消化抵抗"
"1057","ウツボカズラ娘","物品","337","イチゴジャム","可偷食材","猪笼草娘","草莓酱"
"1057","ウツボカズラ娘","物品","163","魔葉","可偷素材","猪笼草娘","魔叶"
"1058","ラミア","物品","16","気付け薬","掉落","拉米亚","提神药"
"1058","ラミア","物品","178","ラミアの尾","掉落","拉米亚","拉米亚的尾巴"
"1058","ラミア","武器","2951","鉄球","掉落","拉米亚","铁球"
"1058","ラミア","物品","16","気付け薬","可偷物品","拉米亚","提神药"
"1058","ラミア","防具","1381","蛇技の書","可偷物品","拉米亚","蛇技之书"
"1058","ラミア","物品","376","ハンバーグ","可偷食材","拉米亚","汉堡肉"
"1058","ラミア","物品","178","ラミアの尾","可偷素材","拉米亚","拉米亚的尾巴"
"1059","ワカメ娘","武器","3462","トランプ","掉落","裙带菜娘","扑克牌"
"1059","ワカメ娘","物品","335","のり","掉落","裙带菜娘","海苔"
"1059","ワカメ娘","物品","73","激流青水石","掉落","裙带菜娘","激流青水石"
"1059","ワカメ娘","物品","2","高級薬草","可偷物品","裙带菜娘","高级药草"
"1059","ワカメ娘","防具","1142","清水","可偷物品","裙带菜娘","清水"
"1059","ワカメ娘","物品","335","のり","可偷食材","裙带菜娘","海苔"
"1059","ワカメ娘","物品","71","水石","可偷素材","裙带菜娘","水石"
"1060","クラゲ娘","防具","2561","ジャケット","掉落","海蜇娘","夹克"
"1060","クラゲ娘","物品","179","あやしい触手","掉落","海蜇娘","诡异的触手"
"1060","クラゲ娘","物品","73","激流青水石","掉落","海蜇娘","激流青水石"
"1060","クラゲ娘","物品","17","満月草","可偷物品","海蜇娘","满月草"
