"来源ID","日本名称","学习等级","学习类型","学习对象ID","日本技能/能力名称","日本所属","日本说明","HP消耗","MP消耗","SP消耗（内部TP）","所需AP（记忆容量）","技能类型ID","中文名称","中文技能/能力名称","中文所属","中文说明"
"144","闇の勇者","8","能力","8235","勇者チェーン","特殊アビリティ","「剣技」の後に「勇者技」を発動できる","","","","10","5","暗之勇者","勇者链","特殊能力","「剑技」之后可以发动「勇者技」"
"144","闇の勇者","9","能力","152","物理ハイブースター","戦技アビリティ","物理ダメージが30%アップする","","","","20","1","暗之勇者","物理高级增强","战技能力","物理伤害提升30%"
"144","闇の勇者","9","能力","6347","強敵との対峙","戦技アビリティ","敵単体時、全武技および王技・勇者技の威力が15%アップする
※獅子奮迅・一騎当千系との併用は不可能","","","","5","1","暗之勇者","与强敌对峙","战技能力","敌人为单体时，所有武技和王技・勇者技的威力提升15%
※无法与狮子奋迅・一骑当千系技能同时使用"
"144","闇の勇者","10","技能","2431","シャドウラプソディ","勇者技","威力：ＳＳＳ（力）　対象：敵ランダム4回　属性：闇
闇のオーラをまといながら乱撃を繰り出す奥義","14%当前HP","0","9","","48","暗之勇者","暗影狂想曲","勇者技","威力：ＳＳＳ（力）　対象：敵ランダム4回　属性：闇
伴随着暗之气息的乱击奥义"
"144","闇の勇者","10","能力","8445","剣ハイマスタリー","特殊アビリティ","剣の装備効果が格段に上昇する","","","","15","5","暗之勇者","剑高级精通","特殊能力","剑的装备效果显著提升"
"144","闇の勇者","10","能力","9852","勇者の証","マスターアビリティ","戦技APの最大値が10上昇し、勇者技ダメージが20%アップ","","","","0","999","暗之勇者","勇者的证明","大师能力","战技AP的最大值增加10，勇者技伤害提升20%"
"6998","野生児","2","技能","2686","噛み付き","獣技","威力：Ｄ（力）　対象：敵単体
鋭い牙で噛み付く獣技","0","0","2","","53","野孩子","咬击","獣技","威力：Ｄ（力）　対象：敵単体
用锐利的牙齿咬击的兽技"
"6998","野生児","3","能力","61","HP10%アップ","戦技アビリティ","最大HPが10%アップする","","","","3","1","野孩子","HP提升10%","战技能力","最大HP提升10%"
"6998","野生児","4","能力","268","SP10%アップ","職技アビリティ","最大SPが10%アップする","","","","3","2","野孩子","SP提升10%","职技能力","最大SP提升10%"
"6998","野生児","5","能力","66","攻撃力10%アップ","戦技アビリティ","攻撃力が10%アップする","","","","3","1","野孩子","攻击力提升10%","战技能力","攻击力提升10%"
"6998","野生児","6","技能","2694","体当たり","獣技","威力：Ｄ（力）　対象：敵単体
突進し勢いをつけての体当たり","0","0","2","","53","野孩子","冲撞","獣技","威力：Ｄ（力）　対象：敵単体
突进并用力冲撞"
"6998","野生児","7","能力","9977","暴徹","特殊アビリティ","全魔物スキルの威力が攻撃力にのみ依存する","","","","2","5","野孩子","暴彻","特殊能力","所有魔物技能的威力仅取决于攻击力"
"6998","野生児","8","能力","9981","速徹","特殊アビリティ","全魔物スキルの威力が素早さにのみ依存する","","","","2","5","野孩子","速彻","特殊能力","所有魔物技能的威力仅取决于敏捷"
"6998","野生児","9","能力","9972","魔物技消費SP3/4","特殊アビリティ","全魔物スキル使用時のSP消費が3/4になる","","","","10","5","野孩子","魔物技消費SP3/4","特殊能力","所有魔物技能使用时的SP消耗变为3/4"
"6998","野生児","10","能力","9989","獣性","特殊アビリティ","魔物技しか使えないようになるが、威力が1.5倍になる","","","","5","5","野孩子","兽性","特殊能力","魔物技しか使えないようになるが、威力が1.5倍になる"
"6999","魔物魂","2","技能","2687","連続噛み付き","獣技","威力：Ｂ（力）　対象：敵単体2回
鋭い噛み付きを二連続で繰り出す獣技","0","0","5","","53","魔物魂","连续咬击","獣技","威力：Ｂ（力）　対象：敵単体2回
用锐利的咬击连续两次出击的兽技"
"6999","魔物魂","3","能力","62","HP20%アップ","戦技アビリティ","最大HPが20%アップする","","","","5","1","魔物魂","HP提升20%","战技能力","最大HP提升20%"
"6999","魔物魂","4","能力","269","SP20%アップ","職技アビリティ","最大SPが20%アップする","","","","5","2","魔物魂","SP提升20%","职技能力","最大SP提升20%"
"6999","魔物魂","5","能力","67","攻撃力20%アップ","戦技アビリティ","攻撃力が20%アップする","","","","5","1","魔物魂","攻击力提升20%","战技能力","攻击力提升20%"
"6999","魔物魂","6","技能","2695","大暴れ","獣技","威力：Ａ（力）　対象：敵ランダム4回
周囲を駆け回り連続体当たりを繰り出す技","0","0","6","","53","魔物魂","大暴走","獣技","威力：Ａ（力）　対象：敵ランダム4回
在周围疾驰并连续冲撞的技能"
"6999","魔物魂","7","能力","9979","魔徹","特殊アビリティ","全魔物スキルの威力が魔力にのみ依存する","","","","2","5","魔物魂","魔彻","特殊能力","所有魔物技能的威力仅取决于魔力"
"6999","魔物魂","7","能力","9982","技徹","特殊アビリティ","全魔物スキルの威力が器用さにのみ依存する","","","","2","5","魔物魂","技彻","特殊能力","所有魔物技能的威力仅取决于灵巧"
"6999","魔物魂","8","能力","219","「牙」装備可能","戦技アビリティ","「牙」が装備可能になる","","","","5","1","魔物魂","可以装备「牙」","战技能力","变得可以装备「牙」"
"6999","魔物魂","9","能力","9973","魔物技消費SP1/2","特殊アビリティ","全魔物スキル使用時のSP消費が1/2になる","","","","20","5","魔物魂","魔物技消費SP1/2","特殊能力","所有魔物技能使用时的SP消耗变为1/2"
"6999","魔物魂","10","能力","181","牙ブースター","戦技アビリティ","牙装備時、その武器によるダメージが15%アップする","","","","10","1","魔物魂","牙增强","战技能力","装备牙时，该武器造成的伤害提升15%"
"6999","魔物魂","10","能力","9985","魔物技ブースター","特殊アビリティ","全魔物技によるダメージが15%アップする","","","","15","5","魔物魂","魔物技增强","特殊能力","所有魔物技造成的伤害提升15%"
"7000","ワイルドハート","2","技能","2688","轟蓮牙","獣技","威力：Ｓ（力）　対象：敵単体3回
強烈な噛み付きを三連続で繰り出す奥義","0","0","10","","53","野性之心","轰莲牙","獣技","威力：Ｓ（力）　対象：敵単体3回
用强烈的咬击连续三次出击的奥义"
"7000","ワイルドハート","3","能力","63","HP30%アップ","戦技アビリティ","最大HPが30%アップする","","","","7","1","野性之心","HP提升30%","战技能力","最大HP提升30%"
"7000","ワイルドハート","3","能力","68","攻撃力30%アップ","戦技アビリティ","攻撃力が30%アップする","","","","7","1","野性之心","攻击力提升30%","战技能力","攻击力提升30%"
"7000","ワイルドハート","3","能力","270","SP30%アップ","職技アビリティ","最大SPが30%アップする","","","","7","2","野性之心","SP提升30%","职技能力","最大SP提升30%"
"7000","ワイルドハート","4","技能","2696","蹂躙撃","獣技","威力：Ｓ（力）　対象：敵ランダム6回
周囲を疾走し敵を蹂躙する奥義","0","0","10","","53","野性之心","蹂躏击","獣技","威力：Ｓ（力）　対象：敵ランダム6回
在周围疾驰并蹂躏敌人的奥义"
"7000","ワイルドハート","5","能力","9978","守徹","特殊アビリティ","全魔物スキルの威力が防御力にのみ依存する","","","","2","5","野性之心","守彻","特殊能力","所有魔物技能的威力仅取决于防御力"
"7000","ワイルドハート","5","能力","9980","精徹","特殊アビリティ","全魔物スキルの威力が精神力にのみ依存する","","","","2","5","野性之心","精彻","特殊能力","所有魔物技能的威力仅取决于精神力"
"7000","ワイルドハート","6","能力","851","「獣技」使用可能","特殊アビリティ","「獣技」が使用可能になる","","","","5","5","野性之心","「兽技」可以使用","特殊能力","可以使用「兽技」"
"7000","ワイルドハート","7","能力","9974","魔物技消費SP1/4","特殊アビリティ","全魔物スキル使用時のSP消費が1/4になる","","","","30","5","野性之心","魔物技消費SP1/4","特殊能力","所有魔物技能使用时的SP消耗变为1/4"
"7000","ワイルドハート","8","能力","151","物理ブースター","戦技アビリティ","物理ダメージが15%アップする","","","","10","1","野性之心","物理增强","战技能力","物理伤害提升15%"
"7000","ワイルドハート","8","能力","182","牙ハイブースター","戦技アビリティ","牙装備時、その武器によるダメージが30%アップする","","","","20","1","野性之心","牙高级增强","战技能力","装备牙时，该武器造成的伤害提升30%"
"7000","ワイルドハート","9","能力","9986","魔物技ハイブースター","特殊アビリティ","全魔物技によるダメージが30%アップする","","","","30","5","野性之心","魔物技高级增强","特殊能力","所有魔物技造成的伤害提升30%"
"7000","ワイルドハート","10","能力","8456","牙マスタリー","特殊アビリティ","牙の装備効果が上昇する","","","","10","5","野性之心","牙精通","特殊能力","獠牙的装备效果提升"
"7000","ワイルドハート","10","能力","9990","過剰獣性","特殊アビリティ","魔物技しか使えないようになるが、全能力値が1.3倍になる","","","","10","5","野性之心","过度兽性","特殊能力","魔物技しか使えないようになるが、全能力値が1.3倍になる"
"7001","エスパー","2","技能","9707","サイコ","サイコ","威力：Ｃ（精or器）　対象：敵単体　属性：無
念動力で衝撃波を放つ技","0","8","0","","67","超能力者","念动","念动","威力：Ｃ（精or器）　対象：敵単体　属性：無
用念动力释放冲击波的技能"
"7001","エスパー","3","能力","273","素早さ10%アップ","職技アビリティ","素早さが10%アップする","","","","3","2","超能力者","敏捷提升10%","职技能力","敏捷提升10%"
"7001","エスパー","3","能力","549","精神力10%アップ","防御アビリティ","精神力が10%アップする","","","","3","4","超能力者","精神力提升10%","防御能力","精神力提升10%"
