"技能ID","日文名称","日文所属","日文说明","可学习职业（日文，含等级）","可学习种族（日文，含等级）","HP消耗","MP消耗","SP消耗（内部TP）","中文名称","中文所属","中文说明","可学习职业（中文，含等级）","可学习种族（中文，含等级）","技能类型ID"
"4890","ブルーフロウ","未分类技能","","","","0","0","0","蓝色流淌","未分类技能","","","","0"
"4891","ブルードロウ","未分类技能","","","","0","0","0","蓝色涂抹","未分类技能","","","","0"
"4892","ブルードロウ","未分类技能","","","","0","0","0","蓝色涂抹","未分类技能","","","","0"
"4893","パープルキッス","未分类技能","","","","0","0","0","紫色之吻","未分类技能","","","","0"
"4894","パープルドロウ","未分类技能","","","","0","0","0","紫色涂抹","未分类技能","","","","0"
"4895","パープルドロウ","未分类技能","","","","0","0","0","紫色涂抹","未分类技能","","","","0"
"4896","パープルホールド","未分类技能","","","","0","0","0","紫色束缚","未分类技能","","","","0"
"4897","スペシャルヘブン","拘束時専用技","","","","0","0","0","特殊天堂","拘束时专用技","","","","65"
"4900","アクアシェイク","未分类技能","","","","0","0","0","水之震动","未分类技能","","","","0"
"4901","アクアストローク","未分类技能","","","","0","0","0","水之抽插","未分类技能","","","","0"
"4902","アクアストローク","未分类技能","","","","0","0","0","水之抽插","未分类技能","","","","0"
"4903","アクアプリズン","未分类技能","","","","0","0","0","水牢","未分类技能","","","","0"
"4904","アクアプリズン","未分类技能","","","","0","0","0","水牢","未分类技能","","","","0"
"4905","メルティックアクア","拘束時専用技","","","","0","0","0","致命水","拘束时专用技","","","","65"
"4909","アガルタドロウ","未分类技能","","","","0","0","0","阿加尔塔粘液","未分类技能","","","","0"
"4910","アルカディアスプレッド","未分类技能","","","","0","0","0","阿尔卡迪亚扩散","未分类技能","","","","0"
"4911","ザナドゥストローク","未分类技能","","","","0","0","0","扎纳杜斯抽插","未分类技能","","","","0"
"4912","シャングリラスクリュー","未分类技能","","","","0","0","0","香格里拉螺旋","未分类技能","","","","0"
"4913","シャングリラスクリュー","未分类技能","","","","0","0","0","香格里拉螺旋","未分类技能","","","","0"
"4915","ヘブンズプリズン","未分类技能","","","","0","0","0","天堂监牢","未分类技能","","","","0"
"4916","ヘブンズプリズン","未分类技能","","","","0","0","0","天堂监牢","未分类技能","","","","0"
"4917","ヘブンズプリズン","拘束時専用技","","","","0","0","0","天堂监牢","拘束时专用技","","","","65"
"4919","アントキッス","未分类技能","","","","0","0","0","蚂蚁之吻","未分类技能","","","","0"
"4920","多腕手コキ","未分类技能","","","","0","0","0","多臂手淫","未分类技能","","","","0"
"4921","多腕手淫","未分类技能","","","","0","0","0","多臂手淫","未分类技能","","","","0"
"4922","アントパイズリ","未分类技能","","","","0","0","0","蚂蚁乳交","未分类技能","","","","0"
"4923","アントフェラ","未分类技能","","","","0","0","0","多臂口交","未分类技能","","","","0"
"4925","からくりの手淫","未分类技能","","","","0","0","0","机关手淫","未分类技能","","","","0"
"4926","からくりの手淫","未分类技能","","","","0","0","0","机关手淫","未分类技能","","","","0"
"4927","からくりの口淫","未分类技能","","","","0","0","0","机关口交","未分类技能","","","","0"
"4928","からくりの胸奉仕","未分类技能","","","","0","0","0","机关胸侍奉","未分类技能","","","","0"
"4929","恍惚の泡奉仕","未分类技能","","","","0","0","0","恍惚泡泡侍奉","未分类技能","","","","0"
"4930","恍惚の泡奉仕","未分类技能","","","","0","0","0","恍惚泡泡侍奉","未分类技能","","","","0"
"4931","拘束プログラム07","未分类技能","","","","0","0","0","拘束プログラム07","未分类技能","","","","0"
"4932","素股奉仕","拘束時専用技","","","","0","0","0","素股侍奉","拘束时专用技","","","","65"
"4933","肛悦奉仕","拘束時専用技","","","","0","0","0","肛门愉悦侍奉","拘束时专用技","","","","65"
"4934","からくり電気按摩","拘束時専用技","","","","0","0","0","机关电按摩","拘束时专用技","","","","65"
"4935","拘束プログラム666","拘束時専用技","","","","0","0","0","拘束プログラム666","拘束时专用技","","","","65"
"4936","奉仕プログラム666","永久拘束時専用技","","","","0","0","0","奉仕プログラム666","永久拘束时专用技","","","","66"
"4938","からくりおっぱいギミック","未分类技能","","","","0","0","0","机关胸部机关","未分类技能","","","","0"
"4939","からくりおっぱいギミック","未分类技能","","","","0","0","0","机关胸部机关","未分类技能","","","","0"
"4948","触手拘束","未分类技能","","","","0","0","0","触手拘束","未分类技能","","","","0"
"4949","触手締め付け","拘束時専用技","","","","0","0","0","触手紧缚","拘束时专用技","","","","65"
"4950","エリシオン・デ・スキュラ","拘束時専用技","","","","0","0","0","艾莉西翁・德・斯库拉","拘束时专用技","","","","65"
"4951","メデューサハンド","未分类技能","","","","0","0","0","美杜莎之手","未分类技能","","","","0"
"4952","メデューサフェラ","未分类技能","","","","0","0","0","美杜莎口交","未分类技能","","","","0"
"4953","メデューサ素股","未分类技能","","","","0","0","0","美杜莎素股","未分类技能","","","","0"
"4954","淫邪の蛇髪","未分类技能","","","","0","0","0","淫邪的蛇发","未分类技能","","","","0"
"4955","淫邪の蛇髪","未分类技能","","","","0","0","0","淫邪的蛇发","未分类技能","","","","0"
"4956","淫邪の蛇壺","拘束時専用技","","","","0","0","0","淫邪的蛇壶","拘束时专用技","","","","65"
"4957","淫邪の蛇壺","永久拘束時専用技","","","","0","0","0","淫邪的蛇壶","永久拘束时专用技","","","","66"
"4960","アゲハ袖愛撫","未分类技能","","","","0","0","0","蝴蝶袖爱抚","未分类技能","","","","0"
"4961","アゲハ袖愛撫","未分类技能","","","","0","0","0","蝴蝶袖爱抚","未分类技能","","","","0"
"4962","アゲハ口腔吸精","未分类技能","","","","0","0","0","蝴蝶口腔吸精","未分类技能","","","","0"
"4963","アゲハ口腔吸精","未分类技能","","","","0","0","0","蝴蝶口腔吸精","未分类技能","","","","0"
"4965","ポイズンドロウ","未分类技能","","","","0","0","0","毒液滴落","未分类技能","","","","0"
"4966","ポイズンドロウ","未分类技能","","","","0","0","0","毒液滴落","未分类技能","","","","0"
"4967","ポイズンシェイク","未分类技能","","","","0","0","0","毒液震动","未分类技能","","","","0"
"4968","毒粘液地獄","粘液技","","","","0","0","6","毒液地狱","粘液技","","","","52"
"4969","毒の粘檻","未分类技能","","","","0","0","0","毒液牢笼","未分类技能","","","","0"
"4970","毒の粘檻","未分类技能","","","","0","0","0","毒液牢笼","未分类技能","","","","0"
"4971","毒の粘檻","拘束時専用技","","","","0","0","0","毒液牢笼","拘束时专用技","","","","65"
"4973","ネバネバ毒粘液","未分类技能","","","","0","0","0","黏黏毒液","未分类技能","","","","0"
"4974","膣内窒息","未分类技能","","","","0","0","0","阴道窒息","未分类技能","","","","0"
"4975","膣内窒息","拘束時専用技","","","","0","0","0","阴道窒息","拘束时专用技","","","","65"
"4976","感染抱擁","未分类技能","","","","0","0","0","感染拥抱","未分类技能","","","","0"
"4977","軟体にゅるにゅるレイプ","拘束時専用技","","","","0","0","0","软体咕噜咕噜强奸","拘束时专用技","","","","65"
"4978","軟体にゅるにゅるレイプ","永久拘束時専用技","","","","0","0","0","软体咕噜咕噜强奸","永久拘束时专用技","","","","66"
"4981","マッドスプレッド","未分类技能","","","","0","0","0","疯狂扩散","未分类技能","","","","0"
"4982","マッドドロウ","未分类技能","","","","0","0","0","泥浆束缚","未分类技能","","","","0"
"4983","マッドドロウ","未分类技能","","","","0","0","0","泥浆束缚","未分类技能","","","","0"
"4984","マッドシェイク","未分类技能","","","","0","0","0","泥浆摇晃","未分类技能","","","","0"
"4985","マッドホールド","未分类技能","","","","0","0","0","泥浆固定","未分类技能","","","","0"
"4986","マッドシェイク","拘束時専用技","","","","0","0","0","泥浆摇晃","拘束时专用技","","","","65"
"4988","いじる","拘束時専用技","","","","0","0","0","玩弄","拘束时专用技","","","","65"
"4989","動力補給","拘束時専用技","","","","0","0","0","动力补给","拘束时专用技","","","","65"
"4990","動力補給","永久拘束時専用技","","","","0","0","0","动力补给","永久拘束时专用技","","","","66"
"4993","エナジー吸収","未分类技能","","","","0","0","0","能量吸收","未分类技能","","","","0"
"4996","三つの月","未分类技能","","","","0","0","0","三个月亮","未分类技能","","","","0"
"4997","四つの月","未分类技能","","","","0","0","0","四个月亮","未分类技能","","","","0"
"5001","女王の口慰み","未分类技能","","","","0","0","0","女王的口慰","未分类技能","","","","0"
"5002","女王の胸悦","未分类技能","","","","0","0","0","女王的胸悦","未分类技能","","","","0"
"5003","女王の艶技","未分类技能","","","","0","0","0","女王的艳技","未分类技能","","","","0"
"5004","女王の艶技","未分类技能","","","","0","0","0","女王的艳技","未分类技能","","","","0"
"5005","女王の生殖壺","拘束時専用技","","","","0","0","0","女王的生殖壶","拘束时专用技","","","","65"
"5006","女王の生殖壺","永久拘束時専用技","","","","0","0","0","女王的生殖壶","永久拘束时专用技","","","","66"
"5009","メロソフィ・ライズ","未分类技能","","","","0","0","0","甜蜜酥胸・升天","未分类技能","","","","0"
"5010","メロソフィ・エンデ","未分类技能","","","","0","0","0","甜蜜酥胸・终曲","未分类技能","","","","0"
"5011","メロソフィ・エンデ","拘束時専用技","","","","0","0","0","甜蜜酥胸・终曲","拘束时专用技","","","","65"
"5013","マグマシャフト","未分类技能","","","","0","0","0","熔岩轴","未分类技能","","","","0"
"5014","マグマドロウ","未分类技能","","","","0","0","0","熔岩滴","未分类技能","","","","0"
"5015","マグマドロウ","未分类技能","","","","0","0","0","熔岩滴","未分类技能","","","","0"
"5016","マグマスファル","未分类技能","","","","0","0","0","岩浆覆盖","未分类技能","","","","0"
"5017","マグマホールド","未分类技能","","","","0","0","0","岩浆束缚","未分类技能","","","","0"
"5018","マグマスファル","拘束時専用技","","","","0","0","0","岩浆覆盖","拘束时专用技","","","","65"
"5019","溶岩","自然感応","","","","0","0","5","熔岩","自然感应","","","","61"
"5021","メルティスキュラ","拘束時専用技","","","","0","0","0","熔岩之触","拘束时专用技","","","","65"
"5024","快楽の羽根愛撫","未分类技能","","","","0","0","0","快乐羽翼爱抚","未分类技能","","","","0"
"5025","快楽の羽根愛撫","未分类技能","","","","0","0","0","快乐羽翼爱抚","未分类技能","","","","0"
"5026","求精の手淫","未分类技能","","","","0","0","0","求精手淫","未分类技能","","","","0"
"5027","悦楽の胸","未分类技能","","","","0","0","0","悦乐之胸","未分类技能","","","","0"
"5028","魅惑の口淫","未分类技能","","","","0","0","0","魅惑口交","未分类技能","","","","0"
"5029","搾精の脇","未分类技能","","","","0","0","0","榨精腋下","未分类技能","","","","0"
