"大分类","技能类型ID","技能类型名称","技能类型中文名称","技能ID","技能名称","技能中文名称"
"能力","5","特殊アビリティ","特殊能力","10089","ヌル・コンボ","软・连击"
"能力","5","特殊アビリティ","特殊能力","10090","デウスの連技","神之连技"
"能力","5","特殊アビリティ","特殊能力","10091","女神連技","女神连技"
"能力","5","特殊アビリティ","特殊能力","10092","邪神連技","邪神连技"
"能力","5","特殊アビリティ","特殊能力","10093","三番目のロンド","第三乐章"
"能力","5","特殊アビリティ","特殊能力","10094","混沌の精霊の証","混沌精灵的证明"
"能力","5","特殊アビリティ","特殊能力","10095","デウスエクスマキナの証","机械降神的证明"
"能力","5","特殊アビリティ","特殊能力","10096","ラッシュターン延長","急速回合延长"
"能力","5","特殊アビリティ","特殊能力","10097","ラッシュターン超延長","急速回合超延长"
"能力","5","特殊アビリティ","特殊能力","10098","/ラッシュターン永続",""
"能力","5","特殊アビリティ","特殊能力","10099","ウルトラチャンス","超级机会"
"能力","5","特殊アビリティ","特殊能力","10102","固有アビリティ発動無効化",""
"武技","6","短剣技","短剑技","901","ナイフ投げ","小刀投掷"
"武技","6","短剣技","短剑技","902","連続ナイフ投げ","连续小刀投掷"
"武技","6","短剣技","短剑技","903","串刺し","串刺"
"武技","6","短剣技","短剑技","904","トリックナイフ","诡计小刀"
"武技","6","短剣技","短剑技","905","アサシンスロー","刺客投掷"
"武技","6","短剣技","短剑技","906","カディクル・ベイ","血染的王鬼"
"武技","6","短剣技","短剑技","907","アサシンダンス","刺客之舞"
"武技","6","短剣技","短剑技","908","ナイフインフィニティ","无限刀刃"
"武技","6","短剣技","短剑技","909","サザンクロス","南十字星"
"武技","6","短剣技","短剑技","910","シャドウテスタメント","暗影圣约"
"武技","6","短剣技","短剑技","911","アサシンストーム","刺客风暴"
"武技","6","短剣技","短剑技","912","イオンストリーク","离子突击"
"武技","6","短剣技","短剑技","9001","極夜逆十字","极夜逆十字"
"武技","6","短剣技","短剑技","9002","絶命","绝命"
"武技","6","短剣技","短剑技","9003","雷旺",""
"武技","6","短剣技","短剑技","9004","神祖真月",""
"武技","6","短剣技","短剑技","9005","マガツイカヅチ","祸津雷"
"武技","7","剣技","剑技","917","切り返し","反击"
"武技","7","剣技","剑技","918","疾風突き","疾风突刺"
"武技","7","剣技","剑技","919","払車剣","扫车剑"
"武技","7","剣技","剑技","920","諸刃斬り","双刃斩"
"武技","7","剣技","剑技","921","隼斬り","隼斩"
"武技","7","剣技","剑技","922","火炎斬り","火焰斩"
"武技","7","剣技","剑技","923","氷斬り","冰斩"
"武技","7","剣技","剑技","924","稲妻斬り","闪电斩"
"武技","7","剣技","剑技","925","霊風招刃","灵风招刃"
"武技","7","剣技","剑技","926","土刻剣","土刻剑"
"武技","7","剣技","剑技","927","御剣十二水","御剑十二水"
"武技","7","剣技","剑技","928","奪魂刃","夺魂刃"
"武技","7","剣技","剑技","929","入滅斬","入灭斩"
"武技","7","剣技","剑技","930","エンジェルダンス","天使之舞"
"武技","7","剣技","剑技","931","真空斬り","真空斩"
"武技","7","剣技","剑技","932","烈風剣","烈风剑"
"武技","7","剣技","剑技","933","月影の太刀","月影之太刀"
"武技","7","剣技","剑技","934","魔神斬り","魔神斩"
"武技","7","剣技","剑技","935","デッドクラッシュ","死亡冲击"
"武技","7","剣技","剑技","936","二刀十字斬","二刀十字斩"
"武技","7","剣技","剑技","937","魔剣・首刈り","魔剑・斩首"
"武技","7","剣技","剑技","938","血裂雷鳴突き","血裂雷鸣刺"
"武技","7","剣技","剑技","939","五月雨斬り","五月雨斩"
"武技","7","剣技","剑技","940","極竜斬","极龙斩"
"武技","7","剣技","剑技","941","ヒートウェイブ","热浪斩"
"武技","7","剣技","剑技","942","フレイムスラッシュ","烈焰斩"
"武技","7","剣技","剑技","943","アイススラッシュ","冰霜斩"
"武技","7","剣技","剑技","944","サンダースラッシュ","雷电斩"
"武技","7","剣技","剑技","945","斬魔の舞","斩魔之舞"
"武技","7","剣技","剑技","946","屠竜撃","屠龙击"
"武技","7","剣技","剑技","947","雲身払車剣","云身拂车剑"
"武技","7","剣技","剑技","948","滅世斬","灭世斩"
"武技","7","剣技","剑技","949","アークブリンガー","弧光斩"
"武技","7","剣技","剑技","950","瞬剣・疾風迅雷","瞬剑・疾风迅雷"
"武技","7","剣技","剑技","951","森羅剣・乱雹","森罗剑・乱雹"
"武技","7","剣技","剑技","952","デスバウンド","死亡之缚"
"武技","7","剣技","剑技","953","死剣・乱れ星","死剑・乱星"
"武技","7","剣技","剑技","954","魔影流星斬","魔影流星斩"
"武技","7","剣技","剑技","955","白虎ノ太刀","白虎之太刀"
"武技","7","剣技","剑技","956","玄武ノ太刀","玄武之太刀"
"武技","7","剣技","剑技","957","青竜ノ太刀","青龙之太刀"
"武技","7","剣技","剑技","958","朱雀ノ太刀","朱雀之太刀"
"武技","7","剣技","剑技","959","ギガスラッシュ","巨型斩击"
"武技","7","剣技","剑技","960","ラウンドオブビリオン","亿万圆桌"
"武技","7","剣技","剑技","961","月下散華","月下散华"
"武技","7","剣技","剑技","962","魔刃・雪時雨","魔刃・雪时雨"
"武技","7","剣技","剑技","963","皇竜九炎陣","皇龙九炎阵"
"武技","7","剣技","剑技","964","ジャスティスヘブン","正义天堂"
"武技","7","剣技","剑技","965","閃殺","闪杀"
"武技","7","剣技","剑技","966","烈空堕天斬","烈空堕天斩"
"武技","7","剣技","剑技","967","てんぐんのけん","天军之剑"
"武技","7","剣技","剑技","968","瞬撃・疾風雷鳴","瞬击・疾风雷鸣"
"武技","7","剣技","剑技","969","諸刃微塵斬り","诸刃微尘斩"
"武技","7","剣技","剑技","970","メギドカリバーン","毁灭之王剑"
"武技","7","剣技","剑技","971","聖光六閃斬","圣光六闪斩"
"武技","7","剣技","剑技","972","闇天","暗天"
"武技","7","剣技","剑技","973","アトミックスラッシュ","原子斩"
"武技","7","剣技","剑技","974","クァンタスラッシュ","量子斩"
"武技","7","剣技","剑技","975","イオンスラッシュ","离子斩"
"武技","7","剣技","剑技","976","癒しの剣","治愈之剑"
"武技","7","剣技","剑技","977","奇跡の剣","奇迹之剑"
"武技","7","剣技","剑技","978","大奇跡の剣","大奇迹之剑"
"武技","7","剣技","剑技","979","超奇跡の剣","超奇迹之剑"
"武技","7","剣技","剑技","4333","ボス回復：癒しの剣",""
"武技","7","剣技","剑技","4334","ボス回復：奇跡の剣",""
"武技","7","剣技","剑技","4335","ボス回復：大奇跡の剣",""
"武技","7","剣技","剑技","5831","フラッシュカウンター","闪光反击"
"武技","7","剣技","剑技","5832","反撃：フラッシュカウンター",""
"武技","7","剣技","剑技","5931","支援：ノビッサ",""
"武技","7","剣技","剑技","8735","連続用：諸刃斬り1",""
"武技","7","剣技","剑技","8737","連続用：諸刃微塵斬り",""
"武技","7","剣技","剑技","9008","四方神獣剣","四方神兽剑"
"武技","7","剣技","剑技","9009","ギガスラッシュクロス","极巨十字斩"
"武技","7","剣技","剑技","9010","アルフセイバー","亚尔夫之剑"
"武技","7","剣技","剑技","9011","乱刃・気炎万丈","乱刃・气炎万丈"
"武技","7","剣技","剑技","9012","サウザンドブラッド","千血斩"
"武技","7","剣技","剑技","9013","九重の羅刹","九重罗刹斩"
"武技","7","剣技","剑技","9014","メギドカブラ","终极一闪"
"武技","7","剣技","剑技","9015","森羅八王剣","森罗八王剑"
"武技","7","剣技","剑技","9016","乱れ雪月花","纷乱雪月花"
"武技","7","剣技","剑技","9017","竜臥閃","龙卧闪"
"武技","7","剣技","剑技","9018","覇光ノ刃・逆鱗","霸光之刃・逆鳞"
"武技","7","剣技","剑技","9019","発動：覇光ノ刃・逆鱗",""
"武技","7","剣技","剑技","9020","覇光ノ刃・護龍","霸光之刃・护龙"
"武技","7","剣技","剑技","9021","発動：覇光ノ刃・護龍",""
"武技","7","剣技","剑技","9022","天軍の剣","天军之剑"
"武技","7","剣技","剑技","9023","天軍滅星","天军灭星"
"武技","7","剣技","剑技","9024","次元断",""
"武技","7","剣技","剑技","9025","虚竜閃","虚龙闪"
"武技","8","尖剣技","尖剑技","985","チャージレイ","蓄能射线"
"武技","8","尖剣技","尖剑技","986","Vスラッシュ","V斩击"
"武技","8","尖剣技","尖剑技","987","ダンシングサーブル","舞刃之锋"
"武技","8","尖剣技","尖剑技","988","スプラッシュフルーレ","溅洒花剑"
"武技","8","尖剣技","尖剑技","989","クロスアンブル","十字漫步"
"武技","8","尖剣技","尖剑技","990","トライジャッド","三重审判"
"武技","8","尖剣技","尖剑技","991","フォティトゥリア","光辉裁决"
"武技","8","尖剣技","尖剑技","992","パゴストゥリア","冰霜裁决"
"武技","8","尖剣技","尖剑技","993","ケラヴトゥリア","雷霆裁决"
"武技","8","尖剣技","尖剑技","994","ゼクスルージュ","胭红六刃"
"武技","8","尖剣技","尖剑技","995","プリエール","祈祷"
"武技","8","尖剣技","尖剑技","996","ヴィクトワール","凯旋"
"武技","8","尖剣技","尖剑技","997","アンスタン","瞬影"
"武技","8","尖剣技","尖剑技","998","ネメシス","复仇"
"武技","8","尖剣技","尖剑技","999","ノーザンクロス","北十字星"
"武技","8","尖剣技","尖剑技","1000","昇天剣舞","升天剑舞"
"武技","8","尖剣技","尖剑技","1001","ノブレス・オブリージュ","贵族的义务"
"武技","8","尖剣技","尖剑技","1002","オブリージュ・アンフィニ","无限的义务"
"武技","8","尖剣技","尖剑技","1003","オブリージュ・フィーネ","义务的终结"
"武技","8","尖剣技","尖剑技","1004","邪神炎極ノ纏","邪神炎极之缠"
"武技","8","尖剣技","尖剑技","9029","クロス・ノイエ","新十字"
"武技","8","尖剣技","尖剑技","9030","トライ・グランテ","三重恩典"
"武技","8","尖剣技","尖剑技","9031","エクスィス","存在之刃"
"武技","8","尖剣技","尖剑技","9032","ギャラクシア","银河剑舞"
"武技","8","尖剣技","尖剑技","9033","魔王煉獄剣","魔王炼狱剑"
"武技","8","尖剣技","尖剑技","9034","ギャラクシア・エクス","银河剑舞・极"
