"能力ID","日文名称","日文所属","日文说明","可学习职业（日文，含等级）","可学习种族（日文，含等级）","所需AP","中文名称","中文所属","中文说明","可学习职业（中文，含等级）","可学习种族（中文，含等级）","技能类型ID"
"7445","/永劫ブースター","魔法アビリティ","永劫属性のダメージが100%アップする","","","10","/永劫ブースター","魔法能力","永劫属性伤害提升100%","","","3"
"7446","/永劫ブースター","魔法アビリティ","永劫属性のダメージが200%アップする","","","10","/永劫ブースター","魔法能力","永劫属性伤害提升200%","","","3"
"7447","終焉ブースター","魔法アビリティ","終焉属性のダメージが15%アップする","7018:終焉魔導師（Lv14）","153:魔神（Lv9）；7447:X型アポトーシス（Lv19）","10","终焉增强","魔法能力","终焉属性伤害提升15%","7018:终焉魔导师（Lv14）","153:魔神（Lv9）；7447:X型凋零者（Lv19）","3"
"7448","終焉ハイブースター","魔法アビリティ","終焉属性のダメージが30%アップする","7063:全テヲ識ル者（Lv16）","154:超魔神（Lv19）；7414:大魔王（Lv19）；7441:死の獄卒（Lv19）；7448:XX型アポトーシス（Lv19）","20","终焉高级增强","魔法能力","终焉属性的伤害提升30%","7063:全知者（Lv16）","154:超魔神（Lv19）；7414:大魔王（Lv19）；7441:死之狱卒（Lv19）；7448:XX型凋零者（Lv19）","3"
"7449","終焉エクスブースター","魔法アビリティ","終焉属性のダメージが50%アップする","","7412:混沌の魔神（Lv19）；7449:混沌の使徒（Lv19）；7451:邪神（Lv19）；7452:第三の神（Lv19）；7454:混沌の精霊（Lv19）；7455:デウスエクスマキナ（Lv19）","30","终焉极限增强","魔法能力","终焉属性的伤害提升50%","","7412:混沌的魔神（Lv19）；7449:混沌的使徒（Lv19）；7451:邪神（Lv19）；7452:第三神（Lv19）；7454:混沌精灵（Lv19）；7455:机械降神（Lv19）","3"
"7450","終焉オーバーブースター","魔法アビリティ","終焉属性のダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","7072:ワールドブレイカー（Lv16）","7453:カオス（Lv17）","3","终焉超增强","魔法能力","终焉属性的伤害和消耗MP・SP变为两倍
※可与同系列增强同时装备","7072:世界破坏者（Lv16）","7453:混沌（Lv17）","3"
"7451","/終焉ブースター","魔法アビリティ","終焉属性のダメージが75%アップする","","","10","/終焉ブースター","魔法能力","终焉属性的伤害提升75%","","","3"
"7452","/終焉ブースター","魔法アビリティ","終焉属性のダメージが100%アップする","","","10","/終焉ブースター","魔法能力","终焉属性的伤害提升100%","","","3"
"7453","/終焉ブースター","魔法アビリティ","終焉属性のダメージが200%アップする","","","10","/終焉ブースター","魔法能力","终焉属性的伤害提升200%","","","3"
"7454","/ヌルブースター","魔法アビリティ","ヌル属性のダメージが15%アップする","","","10","/ヌルブースター","魔法能力","虚无属性的伤害提升15%","","","3"
"7455","/ヌルハイブースター","魔法アビリティ","ヌル属性のダメージが30%アップする","","","20","/ヌルハイブースター","魔法能力","虚无属性的伤害提升30%","","","3"
"7456","/ヌルエクスブースター","魔法アビリティ","ヌル属性のダメージが50%アップする","","","30","/ヌルエクスブースター","魔法能力","虚无属性的伤害提升50%","","","3"
"7457","/ヌルオーバーブースター","魔法アビリティ","ヌル属性のダメージと消費MP・SPが2倍になる","","","3","/ヌルオーバーブースター","魔法能力","虚无属性的伤害和消耗MP・SP变为两倍","","","3"
"7458","/ヌルブースター","魔法アビリティ","ヌル属性のダメージが75%アップする","","","10","/ヌルブースター","魔法能力","虚无属性的伤害提升75%","","","3"
"7459","/ヌルブースター","魔法アビリティ","ヌル属性のダメージが100%アップする","","","10","/ヌルブースター","魔法能力","虚无属性的伤害提升100%","","","3"
"7460","/ヌルブースター","魔法アビリティ","ヌル属性のダメージが200%アップする","","","10","/ヌルブースター","魔法能力","虚无属性伤害提升200%","","","3"
"7461","回復オーバーブースター","魔法アビリティ","回復属性の効果が200%アップ、全スキルの消費MPが1.3倍になる
※同系統のブースターと同時セット可能","7080:全テヲ癒ス者（Lv17）","7418:ワールドドロウン（Lv15）；7438:慈愛の聖百合（Lv17）","3","回复超增强","魔法能力","回復属性の効果が200%アップ、全スキルの消費MPが1.3倍になる
※可与同系列增强同时装备","7080:全治愈者（Lv17）","7418:世界沉没者（Lv15）；7438:慈爱的圣百合（Lv17）","3"
"7462","/回復ブースター","魔法アビリティ","回復技の効果が200%アップする","","","10","/回復ブースター","魔法能力","回复技能效果提升200%","","","3"
"7463","/回復ブースター","魔法アビリティ","回復技の効果が300%アップする","","","10","/回復ブースター","魔法能力","回复技能效果提升300%","","","3"
"7464","/回復ブースター","魔法アビリティ","回復技の効果が500%アップする","","","10","/回復ブースター","魔法能力","回复技能效果提升500%","","","3"
"7465","杖オーバーブースター","魔法アビリティ","杖を用いたダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","7063:全テヲ識ル者（Lv13）；7080:全テヲ癒ス者（Lv17）","7421:カナデ（Lv16）；7424:淫欲の堕蛇（Lv17）；7431:千樹華音（Lv16）；7439:律法の守護者（Lv17）","3","杖超增强","魔法能力","使用杖造成的伤害和消耗的MP・SP变为2倍
※可与同系列增强同时装备","7063:全知者（Lv13）；7080:全治愈者（Lv17）","7421:祸抚（Lv16）；7424:淫欲的堕蛇（Lv17）；7431:千树华音（Lv16）；7439:律法的守护者（Lv17）","3"
"7466","ロッドオーバーブースター","魔法アビリティ","ロッドを用いたダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","7063:全テヲ識ル者（Lv13）","7413:万魔の宿主（Lv19）；7420:コスモス（Lv16）；7430:バアル・ゼブブ（Lv16）；7433:死神（Lv14）；7437:明けの明星（Lv17）","3","法杖超增强","魔法能力","使用法杖造成的伤害和消耗的MP・SP变为2倍
※可与同系列增强同时装备","7063:全知者（Lv13）","7413:万魔之宿主（Lv19）；7420:宇宙神蝶（Lv16）；7430:巴力・西卜（Lv16）；7433:死神（Lv14）；7437:璀璨之明星（Lv17）","3"
"7467","魔導書オーバーブースター","魔法アビリティ","魔導書を用いたダメージと消費MP・SPが2倍になる
※同系統のブースターと同時セット可能","7068:真理ノ探究者（Lv17）","7433:死神（Lv15）；7439:律法の守護者（Lv17）","3","魔导书超增强","魔法能力","使用魔导书造成的伤害和消耗的MP・SP变为2倍
※可与同系列增强同时装备","7068:真理探究者（Lv17）","7433:死神（Lv15）；7439:律法的守护者（Lv17）","3"
"7468","白魔法ハイブースター","魔法アビリティ","「白魔法」によるダメージが30%アップする","","","20","白魔法高级增强","魔法能力","「白魔法」造成的伤害提升30%","","","3"
"7469","白魔法エクスブースター","魔法アビリティ","「白魔法」によるダメージが50%アップする","","","30","白魔法极限增强","魔法能力","「白魔法」造成的伤害提升50%","","","3"
"7470","白魔法オーバーブースター","魔法アビリティ","「白魔法」によるダメージと消費MP・SPが2倍になる","","","10","白魔法超增强","魔法能力","「白魔法」造成的伤害和消耗的MP・SP变为2倍","","","3"
"7471","/白魔法ブースター","魔法アビリティ","「白魔法」によるダメージが75%アップする","","","10","/白魔法ブースター","魔法能力","「白魔法」造成的伤害提升75%","","","3"
"7472","/白魔法ブースター","魔法アビリティ","「白魔法」によるダメージが100%アップする","","","10","/白魔法ブースター","魔法能力","「白魔法」造成的伤害提升100%","","","3"
"7473","/白魔法ブースター","魔法アビリティ","「白魔法」によるダメージが200%アップする","","","10","/白魔法ブースター","魔法能力","「白魔法」造成的伤害提升200%","","","3"
"7474","黒魔法ハイブースター","魔法アビリティ","「黒魔法」によるダメージが30%アップする","","","20","黑魔法高级增强","魔法能力","「黑魔法」造成的伤害提升30%","","","3"
"7475","黒魔法エクスブースター","魔法アビリティ","「黒魔法」によるダメージが50%アップする","","","30","黑魔法极限增强","魔法能力","「黑魔法」造成的伤害提升50%","","","3"
"7476","黒魔法オーバーブースター","魔法アビリティ","「黒魔法」によるダメージと消費MP・SPが2倍になる","","","10","黑魔法超增强","魔法能力","「黑魔法」造成的伤害和消耗的MP・SP变为2倍","","","3"
"7477","/黒魔法ブースター","魔法アビリティ","「黒魔法」によるダメージが75%アップする","","","10","/黒魔法ブースター","魔法能力","「黑魔法」造成的伤害提升75%","","","3"
"7478","/黒魔法ブースター","魔法アビリティ","「黒魔法」によるダメージが100%アップする","","","10","/黒魔法ブースター","魔法能力","「黑魔法」造成的伤害提升100%","","","3"
"7479","/黒魔法ブースター","魔法アビリティ","「黒魔法」によるダメージが200%アップする","","","10","/黒魔法ブースター","魔法能力","「黑魔法」造成的伤害提升200%","","","3"
"7480","時魔法ハイブースター","魔法アビリティ","「時魔法」によるダメージが30%アップする","","","20","时魔法高级增强","魔法能力","「时魔法」造成的伤害提升30%","","","3"
